Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Date,Day_Type,Educational_Time,Recreational_Time
11,Female,5.1,TV,True,0.46,Poor Sleep,Urban,11-15,2025-10-04,Weekend,2.346,2.7539999999999996
8,Female,6.17,Tablet,True,0.41,Poor Sleep,Rural,6-10,2025-10-03,Weekday,2.5296999999999996,3.6403000000000003
8,Female,7.33,TV,True,0.5,Poor Sleep,Rural,6-10,2025-10-01,Weekday,3.665,3.665
8,Male,1.56,TV,False,0.55,None,Urban,6-10,2025-10-16,Weekday,0.8580000000000001,0.702
15,Male,5.5,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-08,Weekday,2.42,3.08
17,Female,5.14,Smartphone,True,0.3,"Poor Sleep, Anxiety",Rural,16-20,2025-10-01,Weekday,1.5419999999999998,3.598
15,Male,5.87,Smartphone,True,0.38,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-19,Weekend,2.2306,3.6394
9,Male,8.67,TV,True,0.51,Eye Strain,Urban,6-10,2025-10-01,Weekday,4.4217,4.2482999999999995
18,Male,3.08,Smartphone,True,0.38,None,Rural,16-20,2025-10-01,Weekday,1.1704,1.9096
14,Male,3.61,Smartphone,True,0.47,Poor Sleep,Urban,11-15,2025-10-16,Weekday,1.6966999999999999,1.9133
15,Female,5.34,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-11,Weekend,2.4564,2.8836
15,Female,3.53,Smartphone,True,0.5,Anxiety,Urban,11-15,2025-10-05,Weekend,1.765,1.765
18,Female,6.08,Smartphone,True,0.44,Poor Sleep,Rural,16-20,2025-10-31,Weekday,2.6752000000000002,3.4048
17,Female,6.26,Smartphone,True,0.45,None,Rural,16-20,2025-10-16,Weekday,2.817,3.4429999999999996
18,Female,3.44,Laptop,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20,2025-10-05,Weekend,1.4103999999999999,2.0296000000000003
14,Male,4.31,Laptop,True,0.49,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-19,Weekend,2.1119,2.1980999999999997
12,Male,2.69,TV,False,0.46,None,Urban,11-15,2025-10-29,Weekday,1.2374,1.4526
8,Female,2.73,Tablet,True,0.59,None,Urban,6-10,2025-10-25,Weekend,1.6106999999999998,1.1193000000000002
16,Male,4.93,Smartphone,True,0.3,Poor Sleep,Rural,16-20,2025-10-14,Weekday,1.4789999999999999,3.4509999999999996
14,Female,4.49,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,11-15,2025-10-24,Weekday,2.2001,2.2899000000000003
9,Female,2.42,Tablet,True,0.5,None,Rural,6-10,2025-10-25,Weekend,1.21,1.21
13,Male,5.19,TV,True,0.48,Anxiety,Rural,11-15,2025-10-13,Weekday,2.4912,2.6988000000000003
9,Male,4.96,TV,True,0.55,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-30,Weekday,2.728,2.2319999999999998
8,Male,3.53,TV,True,0.43,"Poor Sleep, Eye Strain",Rural,6-10,2025-10-12,Weekend,1.5178999999999998,2.0121
14,Male,6.12,TV,True,0.44,Eye Strain,Urban,11-15,2025-10-25,Weekend,2.6928,3.4272
9,Female,6.84,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Rural,6-10,2025-10-02,Weekday,3.0096,3.8304
9,Male,6.5,Smartphone,True,0.53,Anxiety,Urban,6-10,2025-10-02,Weekday,3.4450000000000003,3.0549999999999997
18,Female,3.6,Smartphone,True,0.35,Obesity Risk,Rural,16-20,2025-10-10,Weekday,1.26,2.34
12,Male,4.83,Smartphone,True,0.31,None,Urban,11-15,2025-10-22,Weekday,1.4973,3.3327
12,Male,2.67,TV,False,0.32,None,Rural,11-15,2025-10-19,Weekend,0.8544,1.8155999999999999
14,Male,3.03,Smartphone,True,0.39,None,Rural,11-15,2025-10-19,Weekend,1.1817,1.8482999999999998
8,Female,3.67,TV,True,0.46,"Poor Sleep, Anxiety",Rural,6-10,2025-10-11,Weekend,1.6882000000000001,1.9817999999999998
15,Male,5.39,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-07,Weekday,2.4794,2.9105999999999996
10,Male,2.32,Smartphone,True,0.43,None,Urban,6-10,2025-10-27,Weekday,0.9975999999999999,1.3224
11,Male,4.91,Smartphone,True,0.49,Poor Sleep,Urban,11-15,2025-10-10,Weekday,2.4059,2.5041
16,Male,6.41,TV,True,0.49,"Poor Sleep, Anxiety",Rural,16-20,2025-10-20,Weekday,3.1409,3.2691000000000003
11,Female,2.83,Smartphone,False,0.43,None,Urban,11-15,2025-10-23,Weekday,1.2169,1.6131
17,Male,4.27,Smartphone,True,0.48,Poor Sleep,Rural,16-20,2025-10-21,Weekday,2.0496,2.2203999999999997
12,Female,5.58,Laptop,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-21,Weekday,2.511,3.069
14,Female,3.44,Tablet,True,0.32,"Poor Sleep, Anxiety",Urban,11-15,2025-10-05,Weekend,1.1008,2.3392
11,Female,4.22,TV,True,0.35,Anxiety,Rural,11-15,2025-10-03,Weekday,1.4769999999999999,2.743
8,Female,3.03,TV,True,0.42,Eye Strain,Urban,6-10,2025-10-18,Weekend,1.2726,1.7573999999999999
16,Male,3.89,TV,True,0.45,"Poor Sleep, Anxiety",Urban,16-20,2025-10-26,Weekend,1.7505000000000002,2.1395
11,Male,4.48,Smartphone,True,0.48,None,Rural,11-15,2025-10-20,Weekday,2.1504000000000003,2.3296
16,Female,4.56,TV,True,0.44,Poor Sleep,Rural,16-20,2025-10-14,Weekday,2.0063999999999997,2.5536
13,Male,4.14,Smartphone,True,0.46,Eye Strain,Urban,11-15,2025-10-25,Weekend,1.9043999999999999,2.2356
8,Female,1.49,Smartphone,False,0.43,None,Urban,6-10,2025-10-02,Weekday,0.6406999999999999,0.8493
10,Male,5.01,Smartphone,True,0.58,"Poor Sleep, Anxiety",Urban,6-10,2025-10-03,Weekday,2.9057999999999997,2.1042
18,Female,7.13,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-27,Weekday,3.0659,4.0641
9,Female,5.11,Smartphone,True,0.44,Eye Strain,Rural,6-10,2025-10-10,Weekday,2.2484,2.8616
16,Male,4.86,Laptop,True,0.37,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-23,Weekday,1.7982,3.0618000000000003
8,Male,1.76,Smartphone,False,0.41,None,Urban,6-10,2025-10-15,Weekday,0.7215999999999999,1.0384000000000002
16,Male,5.94,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-29,Weekday,1.9008000000000003,4.0392
16,Male,4.26,Smartphone,True,0.45,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-07,Weekday,1.917,2.343
15,Female,4.34,Tablet,True,0.42,Eye Strain,Urban,11-15,2025-10-07,Weekday,1.8228,2.5172
15,Male,4.0,Laptop,True,0.41,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-07,Weekday,1.64,2.3600000000000003
18,Female,4.79,Smartphone,True,0.43,None,Rural,16-20,2025-10-25,Weekend,2.0597,2.7303
8,Male,5.19,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-18,Weekend,2.2317,2.9583000000000004
18,Female,5.49,TV,True,0.45,None,Urban,16-20,2025-10-02,Weekday,2.4705000000000004,3.0195
15,Female,3.67,TV,True,0.49,"Poor Sleep, Anxiety",Urban,11-15,2025-10-15,Weekday,1.7983,1.8717
17,Male,4.24,Smartphone,True,0.38,Poor Sleep,Rural,16-20,2025-10-06,Weekday,1.6112000000000002,2.6288
10,Male,0.88,Smartphone,False,0.55,None,Urban,6-10,2025-10-22,Weekday,0.48400000000000004,0.39599999999999996
18,Male,3.51,TV,True,0.3,None,Rural,16-20,2025-10-01,Weekday,1.053,2.457
14,Female,2.39,Smartphone,False,0.31,None,Rural,11-15,2025-10-05,Weekend,0.7409,1.6491000000000002
18,Female,5.02,Smartphone,True,0.36,None,Urban,16-20,2025-10-14,Weekday,1.8071999999999997,3.2127999999999997
8,Male,0.06,Smartphone,False,0.6,None,Urban,6-10,2025-10-30,Weekday,0.036,0.024
8,Male,3.79,Smartphone,True,0.51,Poor Sleep,Rural,6-10,2025-10-18,Weekend,1.9329,1.8571
17,Male,2.73,Laptop,False,0.37,None,Rural,16-20,2025-10-27,Weekday,1.0101,1.7199
12,Female,7.13,Smartphone,True,0.36,"Poor Sleep, Anxiety",Rural,11-15,2025-10-12,Weekend,2.5667999999999997,4.5632
12,Male,4.09,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-04,Weekend,1.4724,2.6176
15,Female,2.81,Laptop,False,0.4,None,Urban,11-15,2025-10-05,Weekend,1.124,1.686
14,Male,5.92,Laptop,True,0.3,Poor Sleep,Rural,11-15,2025-10-01,Weekday,1.776,4.144
15,Male,3.05,TV,True,0.35,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-03,Weekday,1.0675,1.9825
13,Male,6.4,Smartphone,True,0.49,None,Urban,11-15,2025-10-25,Weekend,3.136,3.2640000000000002
13,Female,7.02,Smartphone,True,0.42,Poor Sleep,Urban,11-15,2025-10-01,Weekday,2.9484,4.0716
9,Male,4.59,TV,True,0.48,Poor Sleep,Urban,6-10,2025-10-03,Weekday,2.2032,2.3868
13,Female,5.96,TV,True,0.48,Poor Sleep,Rural,11-15,2025-10-17,Weekday,2.8608,3.0992
12,Male,4.45,Laptop,True,0.34,None,Urban,11-15,2025-10-17,Weekday,1.5130000000000001,2.9370000000000003
10,Female,4.68,TV,True,0.51,"Anxiety, Obesity Risk",Urban,6-10,2025-10-28,Weekday,2.3868,2.2931999999999997
13,Female,5.58,Smartphone,True,0.34,None,Rural,11-15,2025-10-17,Weekday,1.8972000000000002,3.6828
15,Female,2.89,TV,False,0.45,None,Urban,11-15,2025-10-08,Weekday,1.3005,1.5895000000000001
16,Male,3.2,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,16-20,2025-10-15,Weekday,1.568,1.6320000000000001
8,Female,4.53,TV,True,0.42,Poor Sleep,Urban,6-10,2025-10-18,Weekend,1.9026,2.6274
10,Male,5.92,Smartphone,True,0.5,Poor Sleep,Urban,6-10,2025-10-23,Weekday,2.96,2.96
10,Male,4.94,Tablet,True,0.52,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-01,Weekday,2.5688000000000004,2.3712
18,Male,5.69,Smartphone,True,0.43,Poor Sleep,Urban,16-20,2025-10-07,Weekday,2.4467000000000003,3.2433
15,Male,4.91,Smartphone,True,0.38,None,Rural,11-15,2025-10-01,Weekday,1.8658000000000001,3.0442
12,Male,3.56,TV,True,0.37,None,Urban,11-15,2025-10-25,Weekend,1.3172,2.2428
10,Female,4.85,Smartphone,True,0.47,Poor Sleep,Urban,6-10,2025-10-31,Weekday,2.2794999999999996,2.5705
15,Female,5.57,Smartphone,True,0.36,Poor Sleep,Urban,11-15,2025-10-14,Weekday,2.0052,3.5648000000000004
10,Female,5.24,TV,True,0.57,None,Urban,6-10,2025-10-20,Weekday,2.9867999999999997,2.2532000000000005
14,Female,3.79,TV,True,0.36,Poor Sleep,Urban,11-15,2025-10-10,Weekday,1.3644,2.4256
18,Female,4.26,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-16,Weekday,1.704,2.556
8,Female,1.83,TV,False,0.58,None,Rural,6-10,2025-10-02,Weekday,1.0614,0.7686000000000002
13,Male,3.24,Smartphone,True,0.45,None,Rural,11-15,2025-10-20,Weekday,1.4580000000000002,1.782
10,Male,2.78,TV,True,0.5,None,Urban,6-10,2025-10-31,Weekday,1.39,1.39
15,Male,5.65,Smartphone,True,0.49,None,Rural,11-15,2025-10-06,Weekday,2.7685,2.8815000000000004
13,Male,4.71,Smartphone,True,0.42,None,Urban,11-15,2025-10-17,Weekday,1.9782,2.7318
9,Female,5.71,Smartphone,True,0.56,Poor Sleep,Rural,6-10,2025-10-01,Weekday,3.1976000000000004,2.5123999999999995
13,Female,4.26,Smartphone,True,0.39,Poor Sleep,Rural,11-15,2025-10-19,Weekend,1.6614,2.5986
14,Male,3.76,Tablet,True,0.46,Anxiety,Urban,11-15,2025-10-05,Weekend,1.7296,2.0303999999999998
12,Male,5.44,Smartphone,True,0.36,Poor Sleep,Urban,11-15,2025-10-26,Weekend,1.9584000000000001,3.4816000000000003
10,Female,1.35,TV,False,0.4,None,Urban,6-10,2025-10-27,Weekday,0.54,0.81
11,Male,6.01,Smartphone,True,0.36,Poor Sleep,Urban,11-15,2025-10-21,Weekday,2.1635999999999997,3.8464
11,Male,3.18,Tablet,True,0.34,Eye Strain,Urban,11-15,2025-10-15,Weekday,1.0812000000000002,2.0987999999999998
13,Male,2.92,Smartphone,False,0.34,None,Rural,11-15,2025-10-21,Weekday,0.9928,1.9272
17,Male,3.58,TV,True,0.49,Eye Strain,Rural,16-20,2025-10-04,Weekend,1.7542,1.8258
8,Male,3.22,TV,True,0.44,Poor Sleep,Rural,6-10,2025-10-16,Weekday,1.4168,1.8032000000000001
18,Female,4.23,TV,True,0.42,None,Urban,16-20,2025-10-14,Weekday,1.7766000000000002,2.4534000000000002
11,Male,4.91,TV,True,0.41,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-12,Weekend,2.0131,2.8969
17,Male,5.39,Smartphone,True,0.48,Poor Sleep,Urban,16-20,2025-10-31,Weekday,2.5871999999999997,2.8028
11,Female,3.46,Smartphone,True,0.4,None,Urban,11-15,2025-10-06,Weekday,1.3840000000000001,2.0759999999999996
17,Male,1.37,Smartphone,False,0.36,None,Urban,16-20,2025-10-25,Weekend,0.4932,0.8768
8,Male,2.77,Smartphone,True,0.42,None,Rural,6-10,2025-10-17,Weekday,1.1634,1.6066
16,Female,4.93,TV,True,0.35,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-19,Weekend,1.7254999999999998,3.2045
11,Male,5.7,Tablet,True,0.46,"Poor Sleep, Anxiety",Urban,11-15,2025-10-07,Weekday,2.6220000000000003,3.078
14,Female,2.21,Laptop,False,0.33,None,Urban,11-15,2025-10-26,Weekend,0.7293000000000001,1.4807
10,Female,7.27,Tablet,True,0.42,Obesity Risk,Rural,6-10,2025-10-14,Weekday,3.0534,4.2166
17,Male,5.34,Smartphone,True,0.42,None,Rural,16-20,2025-10-24,Weekday,2.2428,3.0972
10,Female,6.47,TV,True,0.59,"Poor Sleep, Anxiety",Urban,6-10,2025-10-30,Weekday,3.8172999999999995,2.6527000000000003
15,Female,3.71,Laptop,True,0.32,Poor Sleep,Rural,11-15,2025-10-11,Weekend,1.1872,2.5228
15,Male,3.48,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,11-15,2025-10-08,Weekday,1.2876,2.1924
18,Female,2.1,TV,False,0.33,None,Rural,16-20,2025-10-10,Weekday,0.6930000000000001,1.407
8,Male,9.94,TV,True,0.54,Poor Sleep,Urban,6-10,2025-10-05,Weekend,5.3676,4.572399999999999
17,Male,4.13,Smartphone,True,0.3,Anxiety,Rural,16-20,2025-10-15,Weekday,1.2389999999999999,2.891
9,Male,2.78,Smartphone,True,0.42,None,Urban,6-10,2025-10-15,Weekday,1.1676,1.6123999999999998
15,Female,2.65,Smartphone,False,0.44,None,Rural,11-15,2025-10-07,Weekday,1.166,1.484
8,Female,1.87,TV,False,0.51,None,Rural,6-10,2025-10-08,Weekday,0.9537000000000001,0.9163
15,Male,5.21,Laptop,True,0.39,Eye Strain,Urban,11-15,2025-10-02,Weekday,2.0319000000000003,3.1780999999999997
15,Female,4.75,Laptop,True,0.41,"Poor Sleep, Anxiety",Rural,11-15,2025-10-23,Weekday,1.9474999999999998,2.8025
9,Male,6.89,Smartphone,True,0.47,Poor Sleep,Urban,6-10,2025-10-02,Weekday,3.2382999999999997,3.6517
11,Female,7.05,Smartphone,True,0.44,Eye Strain,Urban,11-15,2025-10-09,Weekday,3.102,3.948
13,Male,3.89,Smartphone,True,0.43,"Poor Sleep, Anxiety",Rural,11-15,2025-10-04,Weekend,1.6727,2.2173
18,Female,3.21,TV,True,0.37,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-06,Weekday,1.1877,2.0223
16,Male,3.04,TV,True,0.4,Poor Sleep,Urban,16-20,2025-10-16,Weekday,1.2160000000000002,1.8239999999999998
15,Male,4.39,Smartphone,True,0.48,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-17,Weekday,2.1071999999999997,2.2828
15,Male,4.41,Tablet,True,0.39,"Poor Sleep, Anxiety",Urban,11-15,2025-10-06,Weekday,1.7199000000000002,2.6901
14,Male,6.29,Smartphone,True,0.43,"Poor Sleep, Anxiety",Urban,11-15,2025-10-28,Weekday,2.7047,3.5853
16,Male,6.33,Laptop,True,0.42,None,Rural,16-20,2025-10-08,Weekday,2.6586,3.6714
9,Female,11.25,TV,True,0.49,None,Rural,6-10,2025-10-07,Weekday,5.5125,5.7375
10,Male,4.66,TV,True,0.56,Poor Sleep,Urban,6-10,2025-10-29,Weekday,2.6096000000000004,2.0504
17,Male,5.2,Smartphone,True,0.41,Poor Sleep,Urban,16-20,2025-10-31,Weekday,2.132,3.068
15,Male,2.88,Smartphone,False,0.42,None,Rural,11-15,2025-10-29,Weekday,1.2096,1.6703999999999999
13,Female,6.18,Smartphone,True,0.31,Poor Sleep,Urban,11-15,2025-10-22,Weekday,1.9158,4.2642
17,Female,6.21,Smartphone,True,0.41,"Poor Sleep, Anxiety, Obesity Risk",Urban,16-20,2025-10-23,Weekday,2.5461,3.6639
16,Male,4.27,Laptop,True,0.4,Poor Sleep,Urban,16-20,2025-10-15,Weekday,1.708,2.5619999999999994
17,Female,4.36,TV,True,0.35,Poor Sleep,Urban,16-20,2025-10-20,Weekday,1.526,2.8340000000000005
11,Female,6.09,TV,True,0.35,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-29,Weekday,2.1315,3.9585
15,Female,4.34,Smartphone,True,0.38,Anxiety,Urban,11-15,2025-10-29,Weekday,1.6492,2.6908
17,Male,3.06,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-28,Weekday,1.1016,1.9584000000000001
10,Female,3.39,TV,True,0.44,"Poor Sleep, Eye Strain",Rural,6-10,2025-10-10,Weekday,1.4916,1.8984
10,Male,4.23,Smartphone,True,0.54,"Poor Sleep, Eye Strain",Rural,6-10,2025-10-19,Weekend,2.2842000000000002,1.9458000000000002
15,Female,2.67,Laptop,False,0.45,None,Rural,11-15,2025-10-10,Weekday,1.2015,1.4685
12,Male,4.35,Smartphone,True,0.39,Eye Strain,Urban,11-15,2025-10-11,Weekend,1.6965,2.6534999999999997
10,Male,0.0,Tablet,False,0.45,None,Rural,6-10,2025-10-11,Weekend,0.0,0.0
17,Male,5.11,Smartphone,True,0.47,None,Urban,16-20,2025-10-17,Weekday,2.4017,2.7083000000000004
18,Female,3.52,Laptop,True,0.33,Poor Sleep,Urban,16-20,2025-10-16,Weekday,1.1616,2.3584
8,Female,2.27,TV,True,0.44,None,Urban,6-10,2025-10-13,Weekday,0.9988,1.2711999999999999
10,Female,0.0,Tablet,False,0.58,None,Urban,6-10,2025-10-07,Weekday,0.0,0.0
16,Male,3.21,Smartphone,True,0.48,None,Rural,16-20,2025-10-28,Weekday,1.5408,1.6692
12,Female,3.45,Smartphone,True,0.4,"Anxiety, Obesity Risk",Urban,11-15,2025-10-03,Weekday,1.3800000000000001,2.0700000000000003
17,Male,3.25,Laptop,True,0.47,Poor Sleep,Urban,16-20,2025-10-22,Weekday,1.5274999999999999,1.7225000000000001
9,Male,7.73,Smartphone,True,0.59,"Poor Sleep, Anxiety",Rural,6-10,2025-10-10,Weekday,4.5607,3.1693000000000007
14,Male,3.58,Smartphone,True,0.37,Poor Sleep,Urban,11-15,2025-10-25,Weekend,1.3246,2.2554
9,Male,3.52,Smartphone,True,0.43,"Poor Sleep, Anxiety",Urban,6-10,2025-10-01,Weekday,1.5136,2.0064
11,Female,3.73,Smartphone,True,0.3,Poor Sleep,Urban,11-15,2025-10-09,Weekday,1.119,2.6109999999999998
14,Male,5.47,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-23,Weekday,2.0239,3.4461
11,Female,3.7,Laptop,True,0.39,None,Rural,11-15,2025-10-06,Weekday,1.443,2.257
14,Male,2.09,Smartphone,False,0.47,None,Urban,11-15,2025-10-07,Weekday,0.9822999999999998,1.1077
14,Female,2.88,Laptop,False,0.42,None,Urban,11-15,2025-10-29,Weekday,1.2096,1.6703999999999999
8,Female,9.33,Smartphone,True,0.4,Poor Sleep,Rural,6-10,2025-10-01,Weekday,3.732,5.598
13,Male,3.93,Laptop,True,0.5,"Poor Sleep, Anxiety",Urban,11-15,2025-10-04,Weekend,1.965,1.965
16,Female,5.01,TV,True,0.35,Eye Strain,Urban,16-20,2025-10-03,Weekday,1.7534999999999998,3.2565
9,Male,3.93,Tablet,True,0.57,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-28,Weekday,2.2401,1.6899000000000002
10,Female,4.61,TV,True,0.57,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-28,Weekday,2.6277,1.9823000000000004
17,Male,4.16,Smartphone,True,0.37,Eye Strain,Urban,16-20,2025-10-23,Weekday,1.5392000000000001,2.6208
12,Female,3.34,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-17,Weekday,1.0353999999999999,2.3045999999999998
16,Female,3.54,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-19,Weekend,1.6638,1.8762
11,Male,4.15,Smartphone,True,0.5,Poor Sleep,Urban,11-15,2025-10-31,Weekday,2.075,2.075
8,Female,1.84,TV,False,0.59,None,Urban,6-10,2025-10-08,Weekday,1.0856,0.7544000000000002
11,Female,5.14,Smartphone,True,0.48,None,Urban,11-15,2025-10-13,Weekday,2.4671999999999996,2.6728
13,Female,7.05,Tablet,True,0.45,"Poor Sleep, Anxiety",Rural,11-15,2025-10-11,Weekend,3.1725,3.8775
12,Female,5.74,Smartphone,True,0.38,Eye Strain,Urban,11-15,2025-10-31,Weekday,2.1812,3.5588
8,Male,6.98,Smartphone,True,0.59,Poor Sleep,Urban,6-10,2025-10-24,Weekday,4.1182,2.8618000000000006
11,Male,5.31,Laptop,True,0.38,Poor Sleep,Urban,11-15,2025-10-02,Weekday,2.0178,3.2922
13,Male,4.34,Laptop,True,0.33,Anxiety,Urban,11-15,2025-10-31,Weekday,1.4322,2.9078
17,Male,3.96,Smartphone,True,0.41,Poor Sleep,Rural,16-20,2025-10-25,Weekend,1.6236,2.3364000000000003
17,Female,7.15,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-16,Weekday,3.5035000000000003,3.6465
11,Female,4.6,Smartphone,True,0.46,Poor Sleep,Urban,11-15,2025-10-11,Weekend,2.116,2.4839999999999995
16,Male,3.24,Smartphone,True,0.47,Poor Sleep,Urban,16-20,2025-10-18,Weekend,1.5228,1.7172000000000003
12,Female,4.96,Smartphone,True,0.39,None,Urban,11-15,2025-10-08,Weekday,1.9344000000000001,3.0256
15,Male,3.23,TV,True,0.41,None,Urban,11-15,2025-10-18,Weekend,1.3242999999999998,1.9057000000000002
16,Male,4.57,Tablet,True,0.36,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-29,Weekday,1.6452,2.9248000000000003
17,Female,6.79,Smartphone,True,0.31,Anxiety,Urban,16-20,2025-10-31,Weekday,2.1049,4.6851
12,Female,5.6,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-28,Weekday,2.6879999999999997,2.912
13,Female,4.85,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-30,Weekday,2.231,2.6189999999999998
8,Female,6.82,TV,True,0.43,None,Rural,6-10,2025-10-26,Weekend,2.9326,3.8874000000000004
18,Female,4.71,Laptop,True,0.42,Eye Strain,Urban,16-20,2025-10-30,Weekday,1.9782,2.7318
14,Male,4.46,Tablet,True,0.44,"Eye Strain, Obesity Risk",Rural,11-15,2025-10-23,Weekday,1.9624,2.4976000000000003
11,Female,2.35,TV,False,0.45,None,Rural,11-15,2025-10-01,Weekday,1.0575,1.2925
18,Female,2.57,TV,False,0.45,None,Urban,16-20,2025-10-24,Weekday,1.1564999999999999,1.4135
9,Male,7.04,Tablet,True,0.57,"Poor Sleep, Eye Strain, Obesity Risk",Urban,6-10,2025-10-18,Weekend,4.0127999999999995,3.0272000000000006
12,Male,4.69,Tablet,True,0.5,Poor Sleep,Urban,11-15,2025-10-06,Weekday,2.345,2.345
10,Male,7.69,TV,True,0.46,Poor Sleep,Urban,6-10,2025-10-11,Weekend,3.5374000000000003,4.1526
13,Male,4.88,Smartphone,True,0.35,"Poor Sleep, Anxiety",Urban,11-15,2025-10-11,Weekend,1.708,3.1719999999999997
15,Female,6.67,Tablet,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15,2025-10-10,Weekday,2.3345,4.3355
14,Female,3.33,Smartphone,True,0.4,Eye Strain,Urban,11-15,2025-10-13,Weekday,1.332,1.998
10,Female,0.64,Tablet,False,0.51,None,Urban,6-10,2025-10-06,Weekday,0.3264,0.3136
15,Female,3.08,Tablet,True,0.32,Poor Sleep,Urban,11-15,2025-10-28,Weekday,0.9856,2.0944000000000003
9,Male,7.27,TV,True,0.46,"Poor Sleep, Anxiety, Obesity Risk",Urban,6-10,2025-10-25,Weekend,3.3442,3.9257999999999997
17,Female,3.57,TV,True,0.4,Poor Sleep,Urban,16-20,2025-10-10,Weekday,1.428,2.142
16,Male,6.42,TV,True,0.39,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20,2025-10-20,Weekday,2.5038,3.9162
11,Male,4.75,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-01,Weekday,2.3275,2.4225
8,Female,1.35,Tablet,False,0.44,None,Urban,6-10,2025-10-26,Weekend,0.5940000000000001,0.756
15,Female,6.09,Laptop,True,0.36,"Poor Sleep, Anxiety",Urban,11-15,2025-10-14,Weekday,2.1923999999999997,3.8976
14,Female,3.82,Smartphone,True,0.3,Obesity Risk,Urban,11-15,2025-10-06,Weekday,1.146,2.674
18,Male,4.03,TV,True,0.42,Poor Sleep,Urban,16-20,2025-10-27,Weekday,1.6926,2.3374
12,Male,4.91,Smartphone,True,0.42,"Poor Sleep, Anxiety",Urban,11-15,2025-10-02,Weekday,2.0622,2.8478000000000003
17,Female,4.77,TV,True,0.4,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,16-20,2025-10-27,Weekday,1.908,2.8619999999999997
12,Male,4.53,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-11,Weekend,1.8573,2.6727000000000003
14,Female,6.47,Smartphone,True,0.31,Poor Sleep,Rural,11-15,2025-10-02,Weekday,2.0057,4.4643
12,Male,4.56,Smartphone,True,0.4,None,Urban,11-15,2025-10-30,Weekday,1.8239999999999998,2.7359999999999998
15,Male,6.34,TV,True,0.31,"Poor Sleep, Anxiety",Urban,11-15,2025-10-25,Weekend,1.9654,4.3746
18,Male,4.49,Laptop,True,0.35,Poor Sleep,Urban,16-20,2025-10-15,Weekday,1.5715,2.9185000000000003
13,Female,2.38,TV,False,0.36,None,Urban,11-15,2025-10-14,Weekday,0.8567999999999999,1.5232
12,Male,5.33,Tablet,True,0.36,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-04,Weekend,1.9188,3.4112
16,Male,5.95,Smartphone,True,0.33,None,Urban,16-20,2025-10-10,Weekday,1.9635000000000002,3.9865
